Activity_ID,Project_ID,Control_Account_ID,Work_Package_ID,WBS_Code,Activity_Name,Activity_Type,Duration_Days,Baseline_Start,Baseline_Finish,Assumption_Basis,Recovery_Status,Prior_Approved_or_Reconstructed_Start,Prior_Approved_or_Reconstructed_Finish,Early_Start,Early_Finish,Late_Start,Late_Finish,Total_Float_Days,Critical_Flag
P08-A6,P08,P08-CA03,P08-WP032,1.08.3.2,Contractor Mobilization,Task,10,2026-04-27,2026-05-08,Project-type realism,Source-derived / reconstructed network,2026-04-27,2026-05-08,2026-04-27,2026-05-08,2026-12-28,2027-01-08,175,FALSE
P08-A8,P08,P08-CA03,P08-WP031,1.08.3.1,Generator/Switchgear Submittal Review,Task,15,2026-04-27,2026-05-15,Project-type realism,Source-derived / reconstructed network,2026-04-27,2026-05-15,2026-04-27,2026-05-15,2026-04-27,2026-05-15,0,TRUE
P08-I-P08-02,P08,P08-CA04,P08-WP041,1.08.4.1,Approved Point List Available,Milestone,0,2026-05-15,2026-05-15,Approved milestone / interface milestone,Source-explicit milestone date,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-11-17,2026-11-17,132,FALSE
P08-A10,P08,P08-CA04,P08-WP042,1.08.4.2,Switchgear/ATS Fabrication,Task,60,2026-05-18,2026-08-07,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2026-05-18,2026-08-07,2026-05-18,2026-08-07,2026-06-05,2026-08-27,14,FALSE
P08-A9,P08,P08-CA04,P08-WP041,1.08.4.1,Generator Fabrication,Task,75,2026-05-18,2026-08-28,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2026-05-18,2026-08-28,2026-05-18,2026-08-28,2026-05-18,2026-08-28,0,TRUE
P08-MOUTAGE,P08,P08-CA04,P08-WP041,1.08.4.1,MOUTAGE,Milestone,0,2026-05-22,2026-05-22,Approved milestone / interface milestone,Source-explicit milestone date,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,0,TRUE
P08-A10fat,P08,P08-CA04,P08-WP042,1.08.4.2,FAT — Switchgear/ATS,Task,8,2026-08-10,2026-08-19,Synthetic project-specific planning assumption,Source-derived / reconstructed network,2026-08-10,2026-08-19,2026-08-10,2026-08-19,2026-08-28,2026-09-08,14,FALSE
P08-A12,P08,P08-CA04,P08-WP042,1.08.4.2,Delivery & Receiving — Switchgear/ATS,Task,8,2026-08-20,2026-08-31,Project-type realism,Source-derived / reconstructed network,2026-08-20,2026-08-31,2026-08-20,2026-08-31,2026-09-09,2026-09-18,14,FALSE
P08-A9fat,P08,P08-CA04,P08-WP041,1.08.4.1,FAT — Generator,Task,10,2026-08-31,2026-09-11,Synthetic project-specific planning assumption,Source-derived / reconstructed network,2026-08-31,2026-09-11,2026-08-31,2026-09-11,2026-08-31,2026-09-11,0,TRUE
P08-A16,P08,P08-CA04,P08-WP042,1.08.4.2,ATS-Switchgear Installation,Task,15,2026-09-01,2026-09-21,Project-type realism,Source-derived / reconstructed network,2026-09-01,2026-09-21,2026-09-01,2026-09-21,2026-09-21,2026-10-09,14,FALSE
P08-A11,P08,P08-CA04,P08-WP041,1.08.4.1,Delivery & Rigging — Generator,Task,10,2026-09-14,2026-09-25,Project-type realism,Source-derived / reconstructed network,2026-09-14,2026-09-25,2026-09-14,2026-09-25,2026-09-14,2026-09-25,0,TRUE
P08-A15,P08,P08-CA04,P08-WP041,1.08.4.1,Generator Installation & Rigging Set,Task,10,2026-09-28,2026-10-09,Project-type realism,Source-derived / reconstructed network,2026-09-28,2026-10-09,2026-09-28,2026-10-09,2026-09-28,2026-10-09,0,TRUE
P08-A17,P08,P08-CA04,P08-WP041,1.08.4.1,Electrical/Controls Integration,Task,10,2026-10-12,2026-10-23,Project-type realism,Source-derived / reconstructed network,2026-10-12,2026-10-23,2026-10-12,2026-10-23,2026-10-12,2026-10-23,0,TRUE
P08-A18,P08,P08-CA05,P08-WP051,1.08.5.1,Startup,Task,10,2026-10-26,2026-11-06,Project-type realism,Source-derived / reconstructed network,2026-10-26,2026-11-06,2026-10-26,2026-11-06,2026-10-26,2026-11-06,0,TRUE
P08-I-P08-03,P08,P08-CA04,P08-WP041,1.08.4.1,Controls Available for Integration,Milestone,0,2026-11-06,2026-11-06,Approved milestone / interface milestone,Source-explicit milestone date,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2027-01-08,2027-01-08,45,FALSE
P08-MSTART,P08,P08-CA04,P08-WP041,1.08.4.1,MSTART,Milestone,0,2026-11-06,2026-11-06,Approved milestone / interface milestone,Source-explicit milestone date,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2027-01-08,2027-01-08,45,FALSE
P08-A19,P08,P08-CA05,P08-WP051,1.08.5.1,Load-Bank Testing,Task,10,2026-11-09,2026-11-20,Project-type realism,Source-derived / reconstructed network,2026-11-09,2026-11-20,2026-11-09,2026-11-20,2026-11-09,2026-11-20,0,TRUE
P08-A20,P08,P08-CA05,P08-WP051,1.08.5.1,Emergency-Transfer (ATS) Testing,Task,5,2026-11-23,2026-11-27,Project-type realism,Source-derived / reconstructed network,2026-11-23,2026-11-27,2026-11-23,2026-11-27,2026-11-23,2026-11-27,0,TRUE
P08-MOPACC,P08,P08-CA04,P08-WP041,1.08.4.1,MOPACC,Milestone,0,2026-11-27,2026-11-27,Approved milestone / interface milestone,Source-explicit milestone date,2026-11-27,2026-11-27,2026-11-27,2026-11-27,2027-01-08,2027-01-08,30,FALSE
P08-A21,P08,P08-CA04,P08-WP041,1.08.4.1,Final Inspection & Punch List,Task,10,2026-11-30,2026-12-11,Project-type realism,Source-derived / reconstructed network,2026-11-30,2026-12-11,2026-11-30,2026-12-11,2026-11-30,2026-12-11,0,TRUE
P08-M3,P08,P08-CA04,P08-WP041,1.08.4.1,Substantial Completion,Milestone,0,2026-12-11,2026-12-11,Approved milestone / interface milestone,Source-explicit milestone date,2026-12-11,2026-12-11,2026-12-11,2026-12-11,2027-01-08,2027-01-08,20,FALSE
P08-A22,P08,P08-CA06,P08-WP061,1.08.6.1,Documentation & Turnover,Task,10,2026-12-14,2026-12-25,Project-type realism,Source-derived / reconstructed network,2026-12-14,2026-12-25,2026-12-14,2026-12-25,2026-12-14,2026-12-25,0,TRUE
P08-A23,P08,P08-CA06,P08-WP062,1.08.6.2,Financial Closeout,Task,15,2026-12-21,2027-01-08,Project-type realism,Recovered from approved P08 M3/M4 dates + SS+5 closeout overlap,2026-12-21,2027-01-08,2026-12-21,2027-01-08,2026-12-21,2027-01-08,0,TRUE
P08-M4,P08,P08-CA04,P08-WP041,1.08.4.1,Final Completion,Milestone,0,2027-01-08,2027-01-08,Approved milestone / interface milestone,Source-explicit milestone date,2027-01-08,2027-01-08,2027-01-08,2027-01-08,2027-01-08,2027-01-08,0,TRUE
P09-A1,P09,P09-CA01,P09-WP011,1.09.1.1,Route & Condition Assessment,Task,15,2026-02-02,2026-02-20,Project-type realism,Source-derived / reconstructed network,2026-02-02,2026-02-20,2026-02-02,2026-02-20,2026-02-02,2026-02-20,0,TRUE
P09-A2,P09,P09-CA01,P09-WP012,1.09.1.2,Project Definition & Construction Method Selection (HDD),Task,10,2026-02-23,2026-03-06,Synthetic project assumption,Source-derived / reconstructed network,2026-02-23,2026-03-06,2026-02-23,2026-03-06,2026-02-23,2026-03-06,0,TRUE
P09-A3a,P09,P09-CA02,P09-WP021,1.09.2.1,Survey / Geotechnical & Subsurface Investigation,Task,20,2026-03-09,2026-04-03,Project-type realism,Source-derived / reconstructed network,2026-03-09,2026-04-03,2026-03-09,2026-04-03,2026-03-09,2026-04-03,0,TRUE
P09-A3,P09,P09-CA02,P09-WP021,1.09.2.1,Preliminary Design,Task,20,2026-04-06,2026-05-01,Project-type realism,Source-derived / reconstructed network,2026-04-06,2026-05-01,2026-04-06,2026-05-01,2026-04-06,2026-05-01,0,TRUE
P09-A4,P09,P09-CA02,P09-WP022,1.09.2.2,Final Design,Task,20,2026-05-11,2026-06-05,Project-type realism; +5bd review lag in logic,Source-derived / reconstructed network,2026-05-11,2026-06-05,2026-05-11,2026-06-05,2026-05-11,2026-06-05,0,TRUE
P09-A5,P09,P09-CA03,P09-WP031,1.09.3.1,Bid Advertisement,Task,15,2026-05-25,2026-06-12,Project-type realism,Source-derived / reconstructed network,2026-05-25,2026-06-12,2026-05-25,2026-06-12,2026-06-08,2026-06-26,10,FALSE
P09-M1,P09,P09-CA04,P09-WP041,1.09.4.1,Design Complete,Milestone,0,2026-06-05,2026-06-05,Approved milestone / interface milestone,Source-explicit milestone date,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2027-03-03,2027-03-03,193,FALSE
P09-A4b,P09,P09-CA02,P09-WP022,1.09.2.2,Environmental/Regulatory Review,Task,30,2026-06-08,2026-07-17,Project-type realism,Source-derived / reconstructed network,2026-06-08,2026-07-17,2026-06-08,2026-07-17,2026-06-22,2026-07-31,10,FALSE
P09-A4c,P09,P09-CA02,P09-WP022,1.09.2.2,Waterway / Environmental Crossing Permit,Task,40,2026-06-08,2026-07-31,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2026-06-08,2026-07-31,2026-06-08,2026-07-31,2026-06-08,2026-07-31,0,TRUE
P09-A5b,P09,P09-CA03,P09-WP031,1.09.3.1,Evaluation & Selection — specialty contractor pool,Task,15,2026-06-15,2026-07-03,Project-type realism,Source-derived / reconstructed network,2026-06-15,2026-07-03,2026-06-15,2026-07-03,2026-06-29,2026-07-17,10,FALSE
P09-A5c,P09,P09-CA03,P09-WP032,1.09.3.2,Governing Body Approval,Task,10,2026-07-06,2026-07-17,Project-type realism,Source-derived / reconstructed network,2026-07-06,2026-07-17,2026-07-06,2026-07-17,2026-07-20,2026-07-31,10,FALSE
P09-M2,P09,P09-CA04,P09-WP041,1.09.4.1,Contract Award / NTP,Milestone,0,2026-07-31,2026-07-31,Approved milestone / interface milestone,Source-explicit milestone date,2026-07-31,2026-07-31,2026-07-31,2026-07-31,2026-07-31,2026-07-31,0,TRUE
P09-MPERMIT,P09,P09-CA02,P09-WP022,1.09.2.2,MPERMIT,Milestone,0,2026-07-31,2026-07-31,Approved milestone / interface milestone,Source-explicit milestone date,2026-07-31,2026-07-31,2026-07-31,2026-07-31,2027-03-03,2027-03-03,153,FALSE
P09-A10,P09,P09-CA03,P09-WP031,1.09.3.1,HDPE Pipe Submittal Review,Task,15,2026-08-03,2026-08-21,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2026-08-03,2026-08-21,2026-08-03,2026-08-21,2026-08-03,2026-08-21,0,TRUE
P09-A6,P09,P09-CA03,P09-WP032,1.09.3.2,Specialty (HDD) Contractor Mobilization,Task,20,2026-08-03,2026-08-28,Synthetic project-specific planning assumption,Source-derived / reconstructed network,2026-08-03,2026-08-28,2026-08-03,2026-08-28,2026-08-27,2026-09-23,18,FALSE
P09-A7,P09,P09-CA04,P09-WP041,1.09.4.1,Utility Coordination & Locate Requests,Task,15,2026-08-03,2026-08-21,Project-type realism,Source-derived / reconstructed network,2026-08-03,2026-08-21,2026-08-03,2026-08-21,2026-09-03,2026-09-23,23,FALSE
P09-A8,P09,P09-CA04,P09-WP041,1.09.4.1,Temporary Bypass/Interconnection Planning,Task,15,2026-08-03,2026-08-21,Synthetic project-specific planning assumption,Source-derived / reconstructed network,2026-08-03,2026-08-21,2026-08-03,2026-08-21,2026-11-12,2026-12-02,73,FALSE
P09-A11,P09,P09-CA04,P09-WP042,1.09.4.2,HDPE Fabrication / Fusion Prep,Task,45,2026-08-24,2026-10-23,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2026-08-24,2026-10-23,2026-08-24,2026-10-23,2026-08-24,2026-10-23,0,TRUE
P09-A9,P09,P09-CA04,P09-WP041,1.09.4.1,Install Temporary Interconnection/Bypass,Task,10,2026-08-24,2026-09-04,Synthetic project-specific planning assumption,Source-derived / reconstructed network,2026-08-24,2026-09-04,2026-08-24,2026-09-04,2026-12-03,2026-12-16,73,FALSE
P09-MSPECMOB,P09,P09-CA04,P09-WP041,1.09.4.1,MSPECMOB,Milestone,0,2026-08-28,2026-08-28,Approved milestone / interface milestone,Source-explicit milestone date,2026-08-28,2026-08-28,2026-08-28,2026-08-28,2027-03-03,2027-03-03,133,FALSE
P09-A13,P09,P09-CA04,P09-WP041,1.09.4.1,Entry/Exit Pit Excavation & Site Setup,Task,10,2026-08-31,2026-09-11,Project-type realism,Source-derived / reconstructed network,2026-08-31,2026-09-11,2026-08-31,2026-09-11,2026-09-24,2026-10-07,18,FALSE
P09-A14,P09,P09-CA04,P09-WP041,1.09.4.1,HDD Pilot Bore,Task,20,2026-09-14,2026-10-09,"Synthetic, industry-informed planning assumption","Recovered from approved P09 milestones, durations, and published relationship highlights",2026-09-14,2026-10-09,2026-09-14,2026-10-09,2026-10-08,2026-11-04,18,FALSE
P09-A12,P09,P09-CA04,P09-WP041,1.09.4.1,Delivery & Receiving,Task,8,2026-10-26,2026-11-04,"Synthetic, industry-informed planning assumption",Source-derived / reconstructed network,2026-10-26,2026-11-04,2026-10-26,2026-11-04,2026-10-26,2026-11-04,0,TRUE
P09-A15,P09,P09-CA04,P09-WP041,1.09.4.1,Reaming & Pullback,Task,15,2026-11-05,2026-11-25,"Synthetic, industry-informed planning assumption","Recovered from approved P09 milestones, durations, and published relationship highlights",2026-11-05,2026-11-25,2026-11-05,2026-11-25,2026-11-05,2026-11-25,0,TRUE
P09-MCROSSDONE,P09,P09-CA04,P09-WP041,1.09.4.1,MCROSSDONE,Milestone,0,2026-11-25,2026-11-25,Approved milestone / interface milestone,Source-explicit milestone date,2026-11-25,2026-11-25,2026-11-25,2026-11-25,2027-03-03,2027-03-03,70,FALSE
P09-A16,P09,P09-CA04,P09-WP041,1.09.4.1,Tie-In — Entry Side,Task,10,2026-11-26,2026-12-09,Project-type realism,"Recovered from approved P09 milestones, durations, and published relationship highlights",2026-11-26,2026-12-09,2026-11-26,2026-12-09,2026-11-26,2026-12-09,0,TRUE
P09-A17,P09,P09-CA04,P09-WP041,1.09.4.1,Tie-In — Exit Side,Task,10,2026-11-26,2026-12-09,Project-type realism,"Recovered from approved P09 milestones, durations, and published relationship highlights",2026-11-26,2026-12-09,2026-11-26,2026-12-09,2026-12-03,2026-12-16,5,FALSE
P09-A18,P09,P09-CA05,P09-WP051,1.09.5.1,Pressure Testing & Disinfection,Task,5,2026-12-17,2026-12-23,Project-type realism; +5bd settling lag in logic,"Recovered from approved P09 milestones, durations, and published relationship highlights",2026-12-17,2026-12-23,2026-12-17,2026-12-23,2026-12-17,2026-12-23,0,TRUE
P09-A19,P09,P09-CA02,P09-WP022,1.09.2.2,Bacteriological Sampling & Regulatory Clearance,Task,5,2026-12-24,2026-12-30,Project-type realism,"Recovered from approved P09 milestones, durations, and published relationship highlights",2026-12-24,2026-12-30,2026-12-24,2026-12-30,2026-12-24,2026-12-30,0,TRUE
P09-MINSERVICE,P09,P09-CA04,P09-WP041,1.09.4.1,MINSERVICE,Milestone,0,2026-12-30,2026-12-30,Approved milestone / interface milestone,Source-explicit milestone date,2026-12-30,2026-12-30,2026-12-30,2026-12-30,2027-03-03,2027-03-03,45,FALSE
P09-A20,P09,P09-CA04,P09-WP043,1.09.4.3,Riverbank & Pit Restoration,Task,15,2026-12-31,2027-01-20,Project-type realism,"Recovered from approved P09 milestones, durations, and published relationship highlights",2026-12-31,2027-01-20,2026-12-31,2027-01-20,2026-12-31,2027-01-20,0,TRUE
P09-A21,P09,P09-CA04,P09-WP041,1.09.4.1,Final Inspection & Punch List,Task,10,2027-01-21,2027-02-03,Project-type realism,"Recovered from approved P09 milestones, durations, and published relationship highlights",2027-01-21,2027-02-03,2027-01-21,2027-02-03,2027-01-21,2027-02-03,0,TRUE
P09-M3,P09,P09-CA04,P09-WP041,1.09.4.1,Substantial Completion,Milestone,0,2027-02-03,2027-02-03,Approved milestone / interface milestone,Source-explicit milestone date,2027-02-03,2027-02-03,2027-02-03,2027-02-03,2027-03-03,2027-03-03,20,FALSE
P09-A22,P09,P09-CA06,P09-WP061,1.09.6.1,Documentation & Turnover,Task,10,2027-02-04,2027-02-17,Project-type realism,"Recovered from approved P09 milestones, durations, and published relationship highlights",2027-02-04,2027-02-17,2027-02-04,2027-02-17,2027-02-04,2027-02-17,0,TRUE
P09-A23,P09,P09-CA06,P09-WP062,1.09.6.2,Financial Closeout,Task,15,2027-02-11,2027-03-03,Project-type realism,"Recovered from approved P09 milestones, durations, and published relationship highlights",2027-02-11,2027-03-03,2027-02-11,2027-03-03,2027-02-11,2027-03-03,0,TRUE
P09-M4,P09,P09-CA04,P09-WP041,1.09.4.1,Final Completion,Milestone,0,2027-03-03,2027-03-03,Approved milestone / interface milestone,Source-explicit milestone date,2027-03-03,2027-03-03,2027-03-03,2027-03-03,2027-03-03,2027-03-03,0,TRUE
P10-A1,P10,P10-CA01,P10-WP011,1.10.1.1,Existing-System / Controls Inventory Assessment,Task,15,2026-04-01,2026-04-21,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-04-01,2026-04-21,2026-04-01,2026-04-21,2026-04-01,2026-04-21,0,TRUE
P10-A2,P10,P10-CA01,P10-WP011,1.10.1.1,Project Definition & Network/Architecture Assessment,Task,10,2026-04-22,2026-05-05,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-04-22,2026-05-05,2026-04-22,2026-05-05,2026-04-22,2026-05-05,0,TRUE
P10-A3,P10,P10-CA02,P10-WP022,1.10.2.2,Control Narrative / Functional Requirements,Task,15,2026-05-06,2026-05-26,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-05-06,2026-05-26,2026-05-06,2026-05-26,2026-05-06,2026-05-26,0,TRUE
P10-A4,P10,P10-CA02,P10-WP021,1.10.2.1,PLC/HMI/SCADA Preliminary Design (30%),Task,20,2026-05-27,2026-06-23,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-05-27,2026-06-23,2026-05-27,2026-06-23,2026-05-27,2026-06-23,0,TRUE
P10-A5,P10,P10-CA02,P10-WP022,1.10.2.2,Communications/Network Design,Task,15,2026-06-10,2026-06-30,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-06-10,2026-06-30,2026-06-10,2026-06-30,2026-06-10,2026-06-30,0,TRUE
P10-A6b,P10,P10-CA02,P10-WP022,1.10.2.2,Cybersecurity & IT Coordination,Task,15,2026-06-10,2026-06-30,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-06-10,2026-06-30,2026-06-10,2026-06-30,2026-06-10,2026-06-30,0,TRUE
P10-A6,P10,P10-CA02,P10-WP022,1.10.2.2,Final Design (100%),Task,20,2026-06-24,2026-07-21,Project-type realism,"BLOCKED: source-versus-reconstructed milestone/sequence inconsistency; see focused reconciliation QA report | Scenario dates calculated from reconstructed logic, not source recovered",2026-07-01,2026-07-28,2026-06-24,2026-07-21,2026-06-24,2026-07-21,0,TRUE
P10-A7,P10,P10-CA03,P10-WP031,1.10.3.1,Bid Advertisement,Task,15,2026-07-08,2026-07-28,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-07-15,2026-08-04,2026-07-08,2026-07-28,2026-07-08,2026-07-28,0,TRUE
P10-M1,P10,P10-CA04,P10-WP041,1.10.4.1,Controls Design Approved,Milestone,0,2026-07-21,2026-07-21,Approved milestone / interface milestone,"BLOCKED: source-versus-reconstructed milestone/sequence inconsistency; see focused reconciliation QA report | Scenario dates calculated from reconstructed logic, not source recovered",2026-07-21,2026-07-21,2026-07-21,2026-07-21,2026-11-17,2026-11-17,85,FALSE
P10-IF-01,P10,P10-CA04,P10-WP041,1.10.4.1,Final I/O Mapping & Tag Reconciliation,Task,10,2026-07-22,2026-08-04,Approved synthetic project-specific planning assumption,"ID normalized to approved interface naming convention | Scenario dates calculated from reconstructed logic, not source recovered",2026-07-22,2026-08-04,2026-07-22,2026-08-04,2026-11-18,2026-12-01,85,FALSE
P10-MIF01,P10,P10-CA04,P10-WP041,1.10.4.1,Final I/O Mapping Complete,Milestone,0,2026-08-04,2026-08-04,Approved milestone / interface milestone,"ID normalized to approved interface naming convention | Scenario dates calculated from reconstructed logic, not source recovered",2026-08-04,2026-08-04,2026-08-04,2026-08-04,2026-12-01,2026-12-01,85,FALSE
P10-A7b,P10,P10-CA03,P10-WP031,1.10.3.1,Evaluation & Award,Task,10,2026-07-29,2026-08-11,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-08-05,2026-08-18,2026-07-29,2026-08-11,2026-07-29,2026-08-11,0,TRUE
P10-A7c,P10,P10-CA03,P10-WP032,1.10.3.2,Governing Body Approval,Task,10,2026-08-12,2026-08-25,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-08-19,2026-09-01,2026-08-12,2026-08-25,2026-08-12,2026-08-25,0,TRUE
P10-M2,P10,P10-CA04,P10-WP041,1.10.4.1,Contract Award / NTP,Milestone,0,2026-08-25,2026-08-25,Approved milestone / interface milestone,"Source-explicit milestone date | Scenario dates calculated from reconstructed logic, not source recovered",2026-09-08,2026-09-08,2026-08-25,2026-08-25,2026-08-25,2026-08-25,0,TRUE
P10-A11,P10,P10-CA04,P10-WP042,1.10.4.2,SCADA Software Licensing & Base System Procurement,Task,15,2026-08-26,2026-09-15,Synthetic project assumption,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-09-09,2026-09-29,2026-08-26,2026-09-15,2027-07-19,2027-08-06,233,FALSE
P10-A14,P10,P10-CA04,P10-WP041,1.10.4.1,PLC Programming / Configuration,Task,30,2026-08-26,2026-10-06,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-09-09,2026-10-20,2026-08-26,2026-10-06,2026-10-21,2026-12-01,40,FALSE
P10-A15,P10,P10-CA04,P10-WP042,1.10.4.2,HMI Screen Development & SCADA Software Configuration,Task,25,2026-08-26,2026-09-29,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-09-09,2026-10-13,2026-08-26,2026-09-29,2026-10-28,2026-12-01,45,FALSE
P10-A8,P10,P10-CA03,P10-WP032,1.10.3.2,Contractor/Integrator Mobilization,Task,10,2026-08-26,2026-09-08,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-09-09,2026-09-22,2026-08-26,2026-09-08,2026-12-21,2027-01-01,83,FALSE
P10-A9,P10,P10-CA03,P10-WP031,1.10.3.1,PLC/HMI/Network Hardware Submittal Review,Task,15,2026-08-26,2026-09-15,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-09-09,2026-09-29,2026-08-26,2026-09-15,2026-08-26,2026-09-15,0,TRUE
P10-A10,P10,P10-CA04,P10-WP043,1.10.4.3,Hardware Procurement & Delivery,Task,30,2026-09-16,2026-10-27,"Synthetic, industry-informed planning assumption","Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-09-30,2026-11-10,2026-09-16,2026-10-27,2026-09-16,2026-10-27,0,TRUE
P10-MIF02,P10,P10-CA04,P10-WP041,1.10.4.1,Integration Configuration Complete,Milestone,0,2026-10-06,2026-10-06,Approved milestone / interface milestone,"ID normalized to approved interface naming convention | Scenario dates calculated from reconstructed logic, not source recovered",2026-10-20,2026-10-20,2026-10-06,2026-10-06,2026-12-01,2026-12-01,40,FALSE
P10-A12,P10,P10-CA04,P10-WP043,1.10.4.3,Control Panel Fabrication & Shop Assembly,Task,25,2026-10-28,2026-12-01,Synthetic project assumption,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2026-11-11,2026-12-15,2026-10-28,2026-12-01,2026-10-28,2026-12-01,0,TRUE
P10-A13,P10,P10-CA05,P10-WP051,1.10.5.1,FAT / Bench Test,Task,15,2026-12-02,2026-12-22,Synthetic project-specific planning assumption,"Semantic WBS mapping corrected: FAT/bench test is testing & commissioning | Scenario dates calculated from reconstructed logic, not source recovered",2026-12-16,2027-01-05,2026-12-02,2026-12-22,2026-12-02,2026-12-22,0,TRUE
P10-MFAT,P10,P10-CA05,P10-WP051,1.10.5.1,MFAT,Milestone,0,2026-12-22,2026-12-22,Approved milestone / interface milestone,"Semantic WBS mapping corrected: FAT completion milestone | Scenario dates calculated from reconstructed logic, not source recovered",2027-01-05,2027-01-05,2026-12-22,2026-12-22,2027-08-06,2027-08-06,163,FALSE
P10-A16,P10,P10-CA04,P10-WP043,1.10.4.3,Delivery & Receiving — Panels/Network Equipment,Task,8,2026-12-23,2027-01-01,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2027-01-06,2027-01-15,2026-12-23,2027-01-01,2026-12-23,2027-01-01,0,TRUE
P10-A17,P10,P10-CA04,P10-WP043,1.10.4.3,Site Installation — Panels & Network Infrastructure,Task,25,2027-01-04,2027-02-05,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2027-01-18,2027-02-19,2027-01-04,2027-02-05,2027-01-04,2027-02-05,0,TRUE
P10-MSITEINSTALL,P10,P10-CA04,P10-WP043,1.10.4.3,MSITEINSTALL,Milestone,0,2027-02-05,2027-02-05,Approved milestone / interface milestone,"Semantic WBS mapping corrected: site installation milestone maps to Network & Communications Infrastructure | Scenario dates calculated from reconstructed logic, not source recovered",2027-02-19,2027-02-19,2027-02-05,2027-02-05,2027-03-12,2027-03-12,25,FALSE
P10-A18,P10,P10-CA05,P10-WP051,1.10.5.1,I/O Checkout & Point-to-Point Verification,Task,15,2027-02-08,2027-02-26,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2027-02-22,2027-03-12,2027-02-08,2027-02-26,2027-02-08,2027-02-26,0,TRUE
P10-MIOCHECK,P10,P10-CA05,P10-WP051,1.10.5.1,MIOCHECK,Milestone,0,2027-02-26,2027-02-26,Approved milestone / interface milestone,"Semantic WBS mapping corrected: I/O checkout milestone | Scenario dates calculated from reconstructed logic, not source recovered",2027-03-12,2027-03-12,2027-02-26,2027-02-26,2027-03-12,2027-03-12,10,FALSE
P10-A19,P10,P10-CA05,P10-WP051,1.10.5.1,Communications/Network Testing,Task,10,2027-03-01,2027-03-12,Project-type realism,"Source-derived / reconstructed network | Scenario dates calculated from reconstructed logic, not source recovered",2027-03-15,2027-03-26,2027-03-01,2027-03-12,2027-03-01,2027-03-12,0,TRUE
P10-MIF03,P10,P10-CA05,P10-WP051,1.10.5.1,Site Integration Ready,Milestone,0,2027-03-12,2027-03-12,Approved milestone / interface milestone,"Semantic WBS mapping corrected: site integration readiness is a testing/integration gate | Scenario dates calculated from reconstructed logic, not source recovered",2027-03-26,2027-03-26,2027-03-12,2027-03-12,2027-03-12,2027-03-12,0,TRUE
P10-A20,P10,P10-CA05,P10-WP051,1.10.5.1,System Integration — head-end / PLCs / historian,Task,15,2027-03-15,2027-04-02,Project-type realism,"Recovered after restoring approved P10 interface chain and published milestone dates | Scenario dates calculated from reconstructed logic, not source recovered",2027-03-29,2027-04-16,2027-03-15,2027-04-02,2027-03-15,2027-04-02,0,TRUE
P10-A21,P10,P10-CA05,P10-WP051,1.10.5.1,Site Acceptance Testing (SAT),Task,15,2027-04-05,2027-04-23,Project-type realism,"Recovered after restoring approved P10 interface chain and published milestone dates | Scenario dates calculated from reconstructed logic, not source recovered",2027-04-19,2027-05-07,2027-04-05,2027-04-23,2027-04-05,2027-04-23,0,TRUE
