Cost_Ownership_Line_ID,Project_ID,Schedule_Activity_ID,Schedule_WP_ID,Funded_Cost_WP_ID,Cost_Component,Component_BAC_USD,Activity_Start,Activity_Finish,Calendar,Proposed_Rule_Code,Weights_Pct,Synthetic_Planned_Event_Dates,Scheduled_Recognition_Definition,Future_EV_Evidence_Requirement,Source_Method,Prior_Readiness_Status,Provenance,Approval_Status
CL0143,P06,P06-A8,P06-WP022,P06-WP022,SOURCE_WP_SCOPE,123337,2025-12-12,2026-01-01,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0144,P06,P06-A5,P06-WP031,P06-WP031,SOURCE_WP_SCOPE,89700,2025-10-24,2025-11-13,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0145,P06,P06-A5b,P06-WP031,P06-WP031,SOURCE_WP_SCOPE,89700,2025-11-14,2025-11-27,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0146,P06,P06-A11,P06-WP031,P06-WP031,SOURCE_WP_SCOPE,89700,2025-12-12,2026-01-01,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2025-12-16|2025-12-23|2025-12-29|2026-01-01,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0147,P06,P06-A5c,P06-WP032,P06-WP032,SOURCE_WP_SCOPE,89700,2025-11-28,2025-12-11,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0148,P06,P06-A6,P06-WP032,P06-WP032,SOURCE_WP_SCOPE,89700,2025-12-12,2025-12-25,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0149,P06,P06-A12,P06-WP032,P06-WP032,SOURCE_WP_SCOPE,358800,2026-01-02,2026-03-26,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-01-19|2026-02-12|2026-03-10|2026-03-26,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WEIGHTED_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0150,P06,P06-A13,P06-WP032,P06-WP032,SOURCE_WP_SCOPE,89700,2026-03-27,2026-04-09,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-03-30|2026-04-02|2026-04-07|2026-04-09,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0151,P06,P06-A15,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,340947,2025-12-12,2025-12-25,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0152,P06,P06-APILOTSTAGE,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,454595,2026-04-10,2026-04-16,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-04-10|2026-04-14|2026-04-15|2026-04-16,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WEIGHTED_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0153,P06,P06-A16,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,340946,2026-04-17,2026-05-07,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0154,P06,P06-AFIRSTPILOT,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,113649,2026-04-17,2026-04-20,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0155,P06,P06-A18a,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,340946,2026-05-29,2026-07-16,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0156,P06,P06-A19a,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,340946,2026-06-19,2026-08-06,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0157,P06,P06-A20a,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,340946,2026-07-10,2026-08-27,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0158,P06,P06-A21a,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,340946,2026-07-31,2026-09-17,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0159,P06,P06-A22,P06-WP041,P06-WP041,SOURCE_WP_SCOPE,113649,2026-10-02,2026-10-22,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0160,P06,P06-A9,P06-WP042,P06-WP042,SOURCE_WP_SCOPE,641183,2026-01-09,2026-02-19,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0161,P06,P06-A14,P06-WP042,P06-WP042,SOURCE_WP_SCOPE,213727,2026-02-20,2026-03-19,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0162,P06,P06-A18b,P06-WP043,P06-WP043,SOURCE_WP_SCOPE,122130,2026-07-17,2026-07-30,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0163,P06,P06-A19b,P06-WP043,P06-WP043,SOURCE_WP_SCOPE,122130,2026-08-07,2026-08-20,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0164,P06,P06-A20b,P06-WP043,P06-WP043,SOURCE_WP_SCOPE,122130,2026-08-28,2026-09-10,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0165,P06,P06-A21b,P06-WP043,P06-WP043,SOURCE_WP_SCOPE,122130,2026-09-18,2026-10-01,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0166,P06,P06-A17,P06-WP051,P06-WP051,SOURCE_WP_SCOPE,230000,2026-05-08,2026-05-28,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-05-28,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0167,P06,P06-A23,P06-WP051,P06-WP051,SOURCE_WP_SCOPE,345000,2026-10-23,2026-11-05,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0168,P06,P06-A24,P06-WP051,P06-WP051,SOURCE_WP_SCOPE,115000,2026-11-06,2026-11-19,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0169,P06,P06-A25,P06-WP061,P06-WP061,SOURCE_WP_SCOPE,144900,2026-11-20,2026-12-03,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-12-03,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0170,P06,P06-A26,P06-WP062,P06-WP062,SOURCE_WP_SCOPE,62100,2026-12-04,2026-12-24,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-12-24,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0171,P07,P07-A1,P07-WP011,P07-WP011,SOURCE_WP_SCOPE,61500,2025-10-01,2025-10-21,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0172,P07,P07-A2,P07-WP012,P07-WP012,SOURCE_WP_SCOPE,61500,2025-10-22,2025-11-04,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0173,P07,P07-A3,P07-WP021,P07-WP021,SOURCE_WP_SCOPE,129150,2025-11-05,2025-12-02,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0174,P07,P07-A4,P07-WP022,P07-WP022,SOURCE_WP_SCOPE,119925,2025-12-10,2026-01-06,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0175,P07,P07-A4b,P07-WP022,P07-WP022,SOURCE_WP_SCOPE,119925,2026-01-07,2026-01-27,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0176,P07,P07-A5,P07-WP031,P07-WP031,SOURCE_WP_SCOPE,47834,2025-12-24,2026-01-13,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0177,P07,P07-A5b,P07-WP031,P07-WP031,SOURCE_WP_SCOPE,47833,2026-01-14,2026-01-27,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0178,P07,P07-A8,P07-WP031,P07-WP031,SOURCE_WP_SCOPE,47833,2026-02-25,2026-03-17,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-02-27|2026-03-06|2026-03-12|2026-03-17,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0179,P07,P07-A5c,P07-WP032,P07-WP032,SOURCE_WP_SCOPE,133250,2026-01-28,2026-02-10,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0180,P07,P07-A6,P07-WP032,P07-WP032,SOURCE_WP_SCOPE,133250,2026-02-25,2026-03-10,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0181,P07,P07-A7,P07-WP041,P07-WP041,SOURCE_WP_SCOPE,446080,2026-02-25,2026-03-10,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0182,P07,P07-A10,P07-WP041,P07-WP041,SOURCE_WP_SCOPE,446080,2026-03-11,2026-03-31,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,WORKDAY_OR_DELIVERABLE,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0183,P07,P07-A16,P07-WP041,P07-WP041,SOURCE_WP_SCOPE,892160,2026-07-22,2026-08-04,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-08-04,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0184,P07,P07-A11,P07-WP042,P07-WP042,SOURCE_WP_SCOPE,585480,2026-04-29,2026-05-19,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_DRIVEN_PROVISIONAL,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0185,P07,P07-A9,P07-WP043,P07-WP043,SOURCE_WP_SCOPE,83640,2026-03-18,2026-04-28,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-03-25|2026-04-07|2026-04-20|2026-04-28,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0186,P07,P07-A12,P07-WP043,P07-WP043,SOURCE_WP_SCOPE,250920,2026-05-20,2026-06-02,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0187,P07,P07-A13,P07-WP043,P07-WP043,SOURCE_WP_SCOPE,83640,2026-06-03,2026-06-16,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0188,P07,P07-A14,P07-WP051,P07-WP051,SOURCE_WP_SCOPE,191333,2026-06-17,2026-06-30,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-06-30,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0189,P07,P07-A15,P07-WP051,P07-WP051,SOURCE_WP_SCOPE,95667,2026-07-01,2026-07-21,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
