Cost_Ownership_Line_ID,Project_ID,Activity_ID,Funded_Cost_WP_ID,Component_BAC_USD,Baseline_Start,Baseline_Finish,Synthetic_Start,Synthetic_Finish_or_Gate,Recognition_Rule,Scenario_Status,Status_Date,Measured_Completion_Pct,Cumulative_EV_USD,Cumulative_AC_USD,Scenario_Assumption,Actual_Record_Provenance
CL0257,P10,P10-A7c,P10-WP032,168350.00,2026-08-12,2026-08-25,2026-08-12,2026-08-25,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0258,P10,P10-A8,P10-WP032,168350.00,2026-08-26,2026-09-08,2026-08-26,2026-09-08,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0259,P10,P10-IF-01,P10-WP041,143745.00,2026-07-22,2026-08-04,2026-07-22,2026-08-04,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0260,P10,P10-A14,P10-WP041,431235.00,2026-08-26,2026-10-06,2026-08-26,2026-10-06,WORKDAY_FALLBACK,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0261,P10,P10-A11,P10-WP042,293040.00,2026-08-26,2026-09-15,2026-08-26,2026-09-15,PROCUREMENT_20_30_30_20,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0262,P10,P10-A15,P10-WP042,219780.00,2026-08-26,2026-09-29,2026-08-26,2026-09-29,WORKDAY_FALLBACK,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0263,P10,P10-A10,P10-WP043,124320.00,2026-09-16,2026-10-27,2026-09-16,2026-10-27,PROCUREMENT_20_30_30_20,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0264,P10,P10-A12,P10-WP043,124320.00,2026-10-28,2026-12-01,2026-10-28,2026-12-01,PROCUREMENT_20_30_30_20,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0265,P10,P10-A16,P10-WP043,124320.00,2026-12-23,2027-01-01,2026-12-23,2027-01-01,PROCUREMENT_20_30_30_20,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0266,P10,P10-A17,P10-WP043,93240.00,2027-01-04,2027-02-05,2027-01-04,2027-02-05,WORKDAY_FALLBACK,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0267,P10,P10-A13,P10-WP051,41353.00,2026-12-02,2026-12-22,2026-12-02,2026-12-22,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0268,P10,P10-A18,P10-WP051,82706.00,2027-02-08,2027-02-26,2027-02-08,2027-02-26,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0269,P10,P10-A19,P10-WP051,82706.00,2027-03-01,2027-03-12,2027-03-01,2027-03-12,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0270,P10,P10-A20,P10-WP051,41353.00,2027-03-15,2027-04-02,2027-03-15,2027-04-02,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0271,P10,P10-A21,P10-WP051,82706.00,2027-04-05,2027-04-23,2027-04-05,2027-04-23,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0272,P10,P10-A22,P10-WP051,41353.00,2027-04-26,2027-05-07,2027-04-26,2027-05-07,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0273,P10,P10-A23,P10-WP051,82706.00,2027-04-26,2027-05-07,2027-04-26,2027-05-07,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0274,P10,P10-A24,P10-WP051,82706.00,2027-05-10,2027-05-28,2027-05-10,2027-05-28,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0275,P10,P10-A25,P10-WP051,82706.00,2027-05-31,2027-06-18,2027-05-31,2027-06-18,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0276,P10,P10-A27,P10-WP051,82705.00,2027-06-21,2027-07-02,2027-06-21,2027-07-02,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0277,P10,P10-A26,P10-WP061,77700.00,2027-06-21,2027-07-09,2027-06-21,2027-07-09,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0278,P10,P10-A28,P10-WP062,33300.00,2027-07-19,2027-08-06,2027-07-19,2027-08-06,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0279,P11,P11-A1,P11-WP011,76800.00,2025-04-01,2025-04-21,2025-04-01,2025-04-21,WORKDAY_SPREAD,CLOSED,2026-03-31,100,76800.00,72960.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0280,P11,P11-A2,P11-WP012,51200.00,2025-04-22,2025-05-05,2025-04-22,2025-05-05,WORKDAY_SPREAD,CLOSED,2026-03-31,100,51200.00,48640.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0281,P11,P11-A3,P11-WP021,57600.00,2025-05-06,2025-05-26,2025-05-06,2025-05-26,WORKDAY_SPREAD,CLOSED,2026-03-31,100,57600.00,54720.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0282,P11,P11-A4,P11-WP022,67200.00,2025-06-03,2025-06-23,2025-06-03,2025-06-23,WORKDAY_SPREAD,CLOSED,2026-03-31,100,67200.00,63840.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0283,P11,P11-A8,P11-WP022,67200.00,2025-08-12,2025-08-25,2025-08-12,2025-08-25,WORKDAY_SPREAD,CLOSED,2026-03-31,100,67200.00,63840.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0284,P11,P11-A5,P11-WP031,50400.00,2025-06-17,2025-07-07,2025-06-17,2025-07-07,WORKDAY_SPREAD,CLOSED,2026-03-31,100,50400.00,47880.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0285,P11,P11-A5b,P11-WP031,50400.00,2025-07-08,2025-07-21,2025-07-08,2025-07-21,WORKDAY_SPREAD,CLOSED,2026-03-31,100,50400.00,47880.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0286,P11,P11-A5c,P11-WP032,93600.00,2025-07-22,2025-08-04,2025-07-22,2025-08-04,WORKDAY_SPREAD,CLOSED,2026-03-31,100,93600.00,88920.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0287,P11,P11-A6,P11-WP032,93600.00,2025-08-12,2025-08-25,2025-08-12,2025-08-25,WORKDAY_SPREAD,CLOSED,2026-03-31,100,93600.00,88920.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0288,P11,P11-A10,P11-WP041,95822.00,2025-08-12,2025-09-01,2025-08-12,2025-09-01,WORKDAY_SPREAD,CLOSED,2026-03-31,100,95822.00,91030.90,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0289,P11,P11-A9,P11-WP041,383289.00,2025-08-12,2025-09-15,2025-08-12,2025-09-15,PROCUREMENT_20_30_30_20,CLOSED,2026-03-31,100,383289.00,371790.33,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0290,P11,P11-AFIRST,P11-WP041,287467.00,2025-09-16,2025-09-17,2025-09-16,2025-09-17,WORKDAY_FALLBACK,CLOSED,2026-03-31,100,287467.00,273093.65,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0291,P11,P11-B1inst,P11-WP041,479111.00,2025-09-16,2025-11-10,2025-09-16,2025-11-10,WORKDAY_FALLBACK,CLOSED,2026-03-31,100,479111.00,455155.45,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0292,P11,P11-B2inst,P11-WP041,479111.00,2025-10-21,2025-12-15,2025-10-21,2025-12-15,WORKDAY_FALLBACK,CLOSED,2026-03-31,100,479111.00,455155.45,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0293,P11,P11-B1rest,P11-WP043,168000.00,2025-10-14,2025-12-08,2025-10-14,2025-12-08,WORKDAY_FALLBACK,CLOSED,2026-03-31,100,168000.00,159600.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0294,P11,P11-B2rest,P11-WP043,168000.00,2025-11-18,2026-01-12,2025-11-18,2026-01-12,WORKDAY_FALLBACK,CLOSED,2026-03-31,100,168000.00,159600.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0295,P11,P11-A7,P11-WP051,64000.00,2025-08-12,2025-09-01,2025-08-12,2025-09-01,FINAL_GATE,CLOSED,2026-03-31,100,64000.00,60800.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0296,P11,P11-B1test,P11-WP051,64000.00,2025-11-11,2025-11-24,2025-11-11,2025-11-24,FINAL_GATE,CLOSED,2026-03-31,100,64000.00,60800.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0297,P11,P11-B2test,P11-WP051,64000.00,2025-12-16,2025-12-29,2025-12-16,2025-12-29,FINAL_GATE,CLOSED,2026-03-31,100,64000.00,60800.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0298,P11,P11-A11,P11-WP051,64000.00,2026-01-27,2026-02-09,2026-01-27,2026-02-09,FINAL_GATE,CLOSED,2026-03-31,100,64000.00,60800.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0299,P11,P11-B1gis,P11-WP061,22400.00,2025-12-09,2025-12-22,2025-12-09,2025-12-22,WORKDAY_SPREAD,CLOSED,2026-03-31,100,22400.00,21280.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0300,P11,P11-B2gis,P11-WP061,22400.00,2026-01-13,2026-01-26,2026-01-13,2026-01-26,WORKDAY_SPREAD,CLOSED,2026-03-31,100,22400.00,21280.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0301,P11,P11-A12,P11-WP061,22400.00,2026-02-10,2026-02-23,2026-02-10,2026-02-23,FINAL_GATE,CLOSED,2026-03-31,100,22400.00,21280.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0302,P11,P11-A13,P11-WP062,28800.00,2026-02-17,2026-03-09,2026-02-17,2026-03-09,FINAL_GATE,CLOSED,2026-03-31,100,28800.00,27360.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0303,P12,P12-Y1A1,P12-WP011,28560.00,2025-01-02,2025-01-22,2025-01-09,2025-01-29,WORKDAY_SPREAD,STANDING,2026-03-31,100,28560.00,31130.40,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0304,P12,P12-Y1A2,P12-WP011,28560.00,2025-01-23,2025-02-19,2025-01-30,2025-02-26,WORKDAY_SPREAD,STANDING,2026-03-31,100,28560.00,31130.40,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0305,P12,P12-Y2A1,P12-WP011,36720.00,2025-10-30,2025-11-19,2025-11-04,2025-11-24,WORKDAY_SPREAD,STANDING,2026-03-31,100,36720.00,40024.80,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0306,P12,P12-Y2A2,P12-WP011,36720.00,2025-11-20,2025-12-17,2025-12-01,2025-12-26,WORKDAY_SPREAD,STANDING,2026-03-31,100,36720.00,38923.20,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0307,P12,P12-Y3A1,P12-WP011,36720.00,2026-08-27,2026-09-16,2026-08-27,2026-09-21,WORKDAY_SPREAD,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0308,P12,P12-Y3A2,P12-WP011,36720.00,2026-09-17,2026-10-14,2026-09-17,2026-10-21,WORKDAY_SPREAD,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0309,P12,P12-Y1A3,P12-WP021,42840.00,2025-02-20,2025-03-19,2025-02-27,2025-03-26,WORKDAY_FALLBACK,STANDING,2026-03-31,100,42840.00,46695.60,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0310,P12,P12-Y1A4,P12-WP021,42840.00,2025-03-20,2025-04-09,2025-03-27,2025-04-16,WORKDAY_FALLBACK,STANDING,2026-03-31,100,42840.00,46695.60,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0311,P12,P12-Y2A3,P12-WP021,55080.00,2025-12-18,2026-01-14,2025-12-25,2026-01-21,WORKDAY_FALLBACK,STANDING,2026-03-31,100,55080.00,58384.80,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0312,P12,P12-Y2A4,P12-WP021,55080.00,2026-01-15,2026-02-04,2026-01-22,2026-02-11,WORKDAY_FALLBACK,STANDING,2026-03-31,100,55080.00,58384.80,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0313,P12,P12-Y3A3,P12-WP021,55080.00,2026-10-15,2026-11-11,2026-10-15,2026-11-18,WORKDAY_FALLBACK,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0314,P12,P12-Y3A4,P12-WP021,55080.00,2026-11-12,2026-12-02,2026-11-12,2026-12-09,WORKDAY_FALLBACK,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0315,P12,P12-Y1A5,P12-WP031,114240.00,2025-04-10,2025-05-14,2025-04-15,2025-05-19,PROCUREMENT_20_30_30_20,STANDING,2026-03-31,100,114240.00,123379.20,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0316,P12,P12-Y2A5,P12-WP031,146880.00,2026-02-05,2026-03-11,2026-02-10,2026-03-16,PROCUREMENT_20_30_30_20,STANDING,2026-03-31,100,146880.00,158630.40,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0317,P12,P12-Y3A5,P12-WP031,146880.00,2026-12-03,2027-01-06,2026-12-03,2027-01-13,PROCUREMENT_20_30_30_20,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0318,P12,P12-Y1A6,P12-WP041,944194.00,2025-05-15,2025-09-17,2025-05-22,2025-09-24,WORKDAY_FALLBACK,STANDING,2026-03-31,100,944194.00,1000845.64,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0319,P12,P12-Y2A6,P12-WP041,1213963.00,2026-03-12,2026-07-15,2026-03-19,2026-07-22,WORKDAY_FALLBACK,STANDING,2026-03-31,10,121396.30,128680.07,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0320,P12,P12-Y3A6,P12-WP041,1213963.00,2027-01-07,2027-05-12,2027-01-07,2027-05-19,WORKDAY_FALLBACK,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0321,P12,P12-Y1A7,P12-WP051,57120.00,2025-09-18,2025-10-08,2025-09-25,2025-10-15,FINAL_GATE,STANDING,2026-03-31,100,57120.00,60547.20,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0322,P12,P12-Y2A7,P12-WP051,73440.00,2026-07-16,2026-08-05,2026-07-16,2026-08-12,FINAL_GATE,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0323,P12,P12-Y3A7,P12-WP051,73440.00,2027-05-13,2027-06-02,2027-05-13,2027-06-09,FINAL_GATE,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0324,P12,P12-Y1A8,P12-WP061,28560.00,2025-10-09,2025-10-29,2025-10-16,2025-11-05,FINAL_GATE,STANDING,2026-03-31,100,28560.00,30273.60,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0325,P12,P12-Y2A8,P12-WP061,36720.00,2026-08-06,2026-08-26,2026-08-06,2026-09-02,FINAL_GATE,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0326,P12,P12-Y3A8,P12-WP061,36720.00,2027-06-03,2027-06-23,2027-06-03,2027-06-30,FINAL_GATE,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0327,P03,P03-A28,P03-WP052,487200.00,2026-10-08,2026-11-04,2026-10-08,2026-11-13,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Treatment equipment approval and construction progressing with modest delivery delay.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0328,P03,P03-A29,P03-WP053,121800.00,2026-09-10,2026-09-30,2026-09-10,2026-10-09,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Treatment equipment approval and construction progressing with modest delivery delay.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0329,P03,P03-A30,P03-WP053,121800.00,2026-11-05,2026-12-02,2026-11-05,2026-12-11,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Treatment equipment approval and construction progressing with modest delivery delay.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0330,P05,P05-A12c,P05-WP043,105450.00,2025-12-01,2025-12-19,2025-12-16,2026-01-05,FINAL_GATE,ACTIVE,2026-03-31,100,105450.00,124431.00,SYNTHETIC_SCENARIO_V1; Four-zone field productivity below baseline.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0331,P05,P05-A13c,P05-WP043,105450.00,2025-12-29,2026-01-16,2026-01-15,2026-02-04,FINAL_GATE,ACTIVE,2026-03-31,100,105450.00,121267.50,SYNTHETIC_SCENARIO_V1; Four-zone field productivity below baseline.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0332,P05,P05-A14c,P05-WP043,105450.00,2026-01-26,2026-02-13,2026-02-10,2026-03-02,FINAL_GATE,ACTIVE,2026-03-31,100,105450.00,121267.50,SYNTHETIC_SCENARIO_V1; Four-zone field productivity below baseline.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0333,P05,P05-A15c,P05-WP043,105450.00,2026-02-23,2026-03-13,2026-03-10,2026-03-30,FINAL_GATE,ACTIVE,2026-03-31,100,105450.00,121267.50,SYNTHETIC_SCENARIO_V1; Four-zone field productivity below baseline.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0334,P10,P10-A2,P10-WP012,81400.00,2026-04-22,2026-05-05,2026-04-22,2026-05-05,FINAL_GATE,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0335,P11,P11-B1gis,P11-WP042,89600.00,2025-12-09,2025-12-22,2025-12-09,2025-12-22,FINAL_GATE,CLOSED,2026-03-31,100,89600.00,85120.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0336,P11,P11-B2gis,P11-WP042,89600.00,2026-01-13,2026-01-26,2026-01-13,2026-01-26,FINAL_GATE,CLOSED,2026-03-31,100,89600.00,85120.00,SYNTHETIC_SCENARIO_V1; Valve program completed; productivity savings.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0337,P12,P12-Y1A6,P12-WP042,141086.00,2025-05-15,2025-09-17,2025-05-20,2025-09-22,WORKDAY_FALLBACK,STANDING,2026-03-31,100,141086.00,149551.16,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0338,P12,P12-Y2A6,P12-WP042,181397.00,2026-03-12,2026-07-15,2026-03-17,2026-07-20,WORKDAY_FALLBACK,STANDING,2026-03-31,12,21767.64,23073.69,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0339,P12,P12-Y3A6,P12-WP042,181397.00,2027-01-07,2027-05-12,2027-01-07,2027-05-19,WORKDAY_FALLBACK,STANDING,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Year 1 and early Year 2 work orders with mixed emergency response throughput.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0340,P04,P04-A14,P04-WP051,132000.00,2026-03-02,2026-03-06,2026-03-13,2026-03-19,FINAL_GATE,ACTIVE,2026-03-31,100,132000.00,147840.00,SYNTHETIC_SCENARIO_V1; Tank rehabilitation has inspection/quality rework and cost pressure.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0341,P04,P04-A15,P04-WP051,198000.00,2026-03-09,2026-03-13,2026-03-20,2026-03-26,FINAL_GATE,ACTIVE,2026-03-31,100,198000.00,221760.00,SYNTHETIC_SCENARIO_V1; Tank rehabilitation has inspection/quality rework and cost pressure.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0342,P08,P08-A15,P08-WP043,179400.00,2026-09-28,2026-10-09,2026-09-28,2026-10-23,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
